task_id,family_id,label,repeat,layer_idx,rn_margin,rn_prob_N,p3_N,p3_A
F05_R,F05,R,0,10,-2.319291100485116,0.08953783258252555,0.02571027431429509,0.21216871391454828
F05_N,F05,N,0,10,0.008386284192439364,0.5020965587605842,0.31638196716083505,0.44348035736203323
F05_A,F05,A,0,10,,,0.07003938730771796,0.44451028397348524
F05_R,F05,R,1,10,-2.319291100485116,0.08953783258252555,0.02571027431429509,0.21216871391454828
F05_N,F05,N,1,10,0.008386284192439364,0.5020965587605842,0.31638196716083505,0.44348035736203323
F05_A,F05,A,1,10,,,0.07003938730771796,0.44451028397348524
F05_R,F05,R,2,10,-2.319291100485116,0.08953783258252555,0.02571027431429509,0.21216871391454828
F05_N,F05,N,2,10,0.008386284192439364,0.5020965587605842,0.31638196716083505,0.44348035736203323
F05_A,F05,A,2,10,,,0.07003938730771794,0.44451028397348524
F06_R,F06,R,0,10,-1.6042700555020402,0.16738566152792286,0.06744899195579648,0.39727247626515777
F06_N,F06,N,0,10,2.22588701234302,0.9025502065112853,0.7568582979129688,0.22358428332727906
F06_A,F06,A,0,10,,,0.3192921725782361,0.41507507473592137
F06_R,F06,R,1,10,-1.6042700555020402,0.16738566152792286,0.06744899195579648,0.39727247626515777
F06_N,F06,N,1,10,2.22588701234302,0.9025502065112853,0.7568582979129688,0.22358428332727906
F06_A,F06,A,1,10,,,0.3192921725782361,0.41507507473592137
F06_R,F06,R,2,10,-1.6042700555020402,0.16738566152792286,0.06744899195579648,0.39727247626515777
F06_N,F06,N,2,10,2.22588701234302,0.9025502065112853,0.7568582979129688,0.22358428332727906
F06_A,F06,A,2,10,,,0.31929217257823617,0.4150750747359214
F07_R,F07,R,0,10,-0.42417604781487855,0.3955178916807132,0.19651841264901446,0.19564175328018263
F07_N,F07,N,0,10,0.7864509877200172,0.687068781299605,0.28786915382947753,0.5217054546409984
F07_A,F07,A,0,10,,,0.3200533716788696,0.5732314985342983
F07_R,F07,R,1,10,-0.42417604781487855,0.3955178916807132,0.19651841264901446,0.19564175328018263
F07_N,F07,N,1,10,0.7864509877200172,0.687068781299605,0.28786915382947753,0.5217054546409984
F07_A,F07,A,1,10,,,0.3200533716788696,0.5732314985342983
F07_R,F07,R,2,10,-0.42417604781487855,0.3955178916807132,0.19651841264901446,0.19564175328018263
F07_N,F07,N,2,10,0.7864509877200172,0.687068781299605,0.28786915382947753,0.5217054546409984
F07_A,F07,A,2,10,,,0.3200533716788696,0.5732314985342984
F08_R,F08,R,0,10,-0.9104410285474311,0.2869095976441011,0.10411563451149625,0.18249598484518356
F08_N,F08,N,0,10,1.056990818150434,0.7421150669040318,0.7309897475704703,0.10500475383445905
F08_A,F08,A,0,10,,,0.7142270774234066,0.2519341859448287
F08_R,F08,R,1,10,-0.9104410285474311,0.2869095976441011,0.10411563451149625,0.18249598484518356
F08_N,F08,N,1,10,1.056990818150434,0.7421150669040318,0.7309897475704703,0.10500475383445905
F08_A,F08,A,1,10,,,0.7142270774234066,0.2519341859448287
F08_R,F08,R,2,10,-0.9104410285474311,0.2869095976441011,0.10411563451149625,0.18249598484518356
F08_N,F08,N,2,10,1.056990818150434,0.7421150669040318,0.7309897475704703,0.10500475383445905
F08_A,F08,A,2,10,,,0.7142270774234066,0.25193418594482864
F09_R,F09,R,0,10,-3.2362576172703883,0.03782385250026627,0.007459581362470455,0.015959797323109235
F09_N,F09,N,0,10,2.0085972292814147,0.8816967809157961,0.6756255174696809,0.2763146277236407
F09_A,F09,A,0,10,,,0.038366176660835534,0.08405174962302288
F09_R,F09,R,1,10,-3.2362576172703883,0.03782385250026627,0.007459581362470455,0.015959797323109235
F09_N,F09,N,1,10,2.0085972292814147,0.8816967809157961,0.6756255174696809,0.2763146277236407
F09_A,F09,A,1,10,,,0.038366176660835534,0.08405174962302288
F09_R,F09,R,2,10,-3.2362576172703883,0.03782385250026627,0.007459581362470455,0.015959797323109235
F09_N,F09,N,2,10,2.0085972292814147,0.8816967809157961,0.6756255174696809,0.2763146277236407
F09_A,F09,A,2,10,,,0.038366176660835534,0.08405174962302284
F10_R,F10,R,0,10,-2.7505798738500253,0.06005390942948346,0.025530598116184387,0.28902102317265527
F10_N,F10,N,0,10,2.532215804094005,0.9263696338961948,0.7491405416196522,0.23689413951673513
F10_A,F10,A,0,10,,,0.5311844229943803,0.4395226580384908
F10_R,F10,R,1,10,-2.7505798738500253,0.06005390942948346,0.025530598116184387,0.28902102317265527
F10_N,F10,N,1,10,2.532215804094005,0.9263696338961948,0.7491405416196522,0.23689413951673513
F10_A,F10,A,1,10,,,0.5311844229943803,0.4395226580384908
F10_R,F10,R,2,10,-2.7505798738500253,0.06005390942948346,0.025530598116184387,0.28902102317265527
F10_N,F10,N,2,10,2.532215804094005,0.9263696338961948,0.7491405416196522,0.23689413951673513
F10_A,F10,A,2,10,,,0.5311844229943803,0.43952265803849083
F11_R,F11,R,0,10,-2.2740999713344836,0.09329082652716696,0.004533947979606087,0.39963038484724034
F11_N,F11,N,0,10,1.8020831698724957,0.8584023288488679,0.36551733263886693,0.5929768304625506
F11_A,F11,A,0,10,,,0.13686568669840055,0.8062324687629169
F11_R,F11,R,1,10,-2.2740999713344836,0.09329082652716696,0.004533947979606087,0.39963038484724034
F11_N,F11,N,1,10,1.8020831698724957,0.8584023288488679,0.36551733263886693,0.5929768304625506
F11_A,F11,A,1,10,,,0.13686568669840055,0.8062324687629169
F11_R,F11,R,2,10,-2.2740999713344836,0.09329082652716696,0.004533947979606087,0.39963038484724034
F11_N,F11,N,2,10,1.8020831698724957,0.8584023288488679,0.36551733263886693,0.5929768304625506
F11_A,F11,A,2,10,,,0.1368656866984005,0.8062324687629169
F12_R,F12,R,0,10,-2.1837612804728197,0.10121823892112412,0.01031127517892533,0.12474057277450802
F12_N,F12,N,0,10,3.2216660516426963,0.9616415176162993,0.8301591762090189,0.15991333719310788
F12_A,F12,A,0,10,,,0.664865696656139,0.266723354033879
F12_R,F12,R,1,10,-2.1837612804728197,0.10121823892112412,0.01031127517892533,0.12474057277450802
F12_N,F12,N,1,10,3.2216660516426963,0.9616415176162993,0.8301591762090189,0.15991333719310788
F12_A,F12,A,1,10,,,0.664865696656139,0.266723354033879
F12_R,F12,R,2,10,-2.1837612804728197,0.10121823892112412,0.01031127517892533,0.12474057277450802
F12_N,F12,N,2,10,3.2216660516426963,0.9616415176162993,0.8301591762090189,0.15991333719310788
F12_A,F12,A,2,10,,,0.6648656966561389,0.26672335403387903
F13_R,F13,R,0,10,-2.809985281184082,0.056786969175944474,0.010492604029833326,0.055284182416851076
F13_N,F13,N,0,10,1.4578193373047048,0.8111989215106683,0.48035318870065147,0.4830951830492868
F13_A,F13,A,0,10,,,0.04020828992650094,0.38840318080627606
F13_R,F13,R,1,10,-2.809985281184082,0.056786969175944474,0.010492604029833326,0.055284182416851076
F13_N,F13,N,1,10,1.4578193373047048,0.8111989215106683,0.48035318870065147,0.4830951830492868
F13_A,F13,A,1,10,,,0.04020828992650094,0.38840318080627606
F13_R,F13,R,2,10,-2.809985281184082,0.056786969175944474,0.010492604029833326,0.055284182416851076
F13_N,F13,N,2,10,1.4578193373047048,0.8111989215106683,0.48035318870065147,0.4830951830492868
F13_A,F13,A,2,10,,,0.04020828992650094,0.38840318080627606
F14_R,F14,R,0,10,-1.0907882161646933,0.2514698812103209,0.14361889368747072,0.4518200004994396
F14_N,F14,N,0,10,1.4370235302279486,0.8079933048206241,0.7030987774399884,0.26348412895506734
F14_A,F14,A,0,10,,,0.3276779796816652,0.5612201838842805
F14_R,F14,R,1,10,-1.0907882161646933,0.2514698812103209,0.14361889368747072,0.4518200004994396
F14_N,F14,N,1,10,1.4370235302279486,0.8079933048206241,0.7030987774399884,0.26348412895506734
F14_A,F14,A,1,10,,,0.3276779796816652,0.5612201838842805
F14_R,F14,R,2,10,-1.0907882161646933,0.2514698812103209,0.14361889368747072,0.4518200004994396
F14_N,F14,N,2,10,1.4370235302279486,0.8079933048206241,0.7030987774399884,0.26348412895506734
F14_A,F14,A,2,10,,,0.3276779796816653,0.5612201838842804
F15_R,F15,R,0,10,-1.5243530653120672,0.17882140259760418,0.043820860437771836,0.19873339158044417
F15_N,F15,N,0,10,1.3596177160896181,0.7956975595393265,0.6157865827696505,0.27282822510921173
F15_A,F15,A,0,10,,,0.14804798893679844,0.45782770892852553
F15_R,F15,R,1,10,-1.5243530653120672,0.17882140259760418,0.043820860437771836,0.19873339158044417
F15_N,F15,N,1,10,1.3596177160896181,0.7956975595393265,0.6157865827696505,0.27282822510921173
F15_A,F15,A,1,10,,,0.14804798893679844,0.45782770892852553
F15_R,F15,R,2,10,-1.5243530653120672,0.17882140259760418,0.043820860437771836,0.19873339158044417
F15_N,F15,N,2,10,1.3596177160896181,0.7956975595393265,0.6157865827696505,0.27282822510921173
F15_A,F15,A,2,10,,,0.14804798893679844,0.45782770892852553
F16_R,F16,R,0,10,-1.3548766775958165,0.20507423822790083,0.08529664349584158,0.19160247133055094
F16_N,F16,N,0,10,2.047157087889068,0.8856600429316588,0.7772872878779339,0.1933158579896813
F16_A,F16,A,0,10,,,0.475862865520901,0.41783402372827405
F16_R,F16,R,1,10,-1.3548766775958165,0.20507423822790083,0.08529664349584158,0.19160247133055094
F16_N,F16,N,1,10,2.047157087889068,0.8856600429316588,0.7772872878779339,0.1933158579896813
F16_A,F16,A,1,10,,,0.475862865520901,0.41783402372827405
F16_R,F16,R,2,10,-1.3548766775958165,0.20507423822790083,0.08529664349584158,0.19160247133055094
F16_N,F16,N,2,10,2.047157087889068,0.8856600429316588,0.7772872878779339,0.1933158579896813
F16_A,F16,A,2,10,,,0.475862865520901,0.41783402372827405
F17_R,F17,R,0,10,-0.739381590207997,0.3231393877551861,0.3755646291681591,0.015579243933021623
F17_N,F17,N,0,10,1.7058010446277272,0.8462908669246082,0.9489459193791113,0.01292672287104332
F17_A,F17,A,0,10,,,0.89690845025432,0.039103905833191774
F17_R,F17,R,1,10,-0.739381590207997,0.3231393877551861,0.3755646291681591,0.015579243933021623
F17_N,F17,N,1,10,1.7058010446277272,0.8462908669246082,0.9489459193791113,0.01292672287104332
F17_A,F17,A,1,10,,,0.89690845025432,0.039103905833191774
F17_R,F17,R,2,10,-0.739381590207997,0.3231393877551861,0.3755646291681591,0.015579243933021623
F17_N,F17,N,2,10,1.7058010446277272,0.8462908669246082,0.9489459193791113,0.01292672287104332
F17_A,F17,A,2,10,,,0.89690845025432,0.03910390583319175
F18_R,F18,R,0,10,-1.987707367302025,0.12049962313067582,0.028399482611379256,0.09677887650114277
F18_N,F18,N,0,10,0.8958301699886905,0.7100918481056914,0.1622949533809887,0.7652210136549573
F18_A,F18,A,0,10,,,0.06940462420374653,0.7600063819041545
F18_R,F18,R,1,10,-1.987707367302025,0.12049962313067582,0.028399482611379256,0.09677887650114277
F18_N,F18,N,1,10,0.8958301699886905,0.7100918481056914,0.1622949533809887,0.7652210136549573
F18_A,F18,A,1,10,,,0.06940462420374653,0.7600063819041545
F18_R,F18,R,2,10,-1.987707367302025,0.12049962313067582,0.028399482611379256,0.09677887650114277
F18_N,F18,N,2,10,0.8958301699886905,0.7100918481056914,0.1622949533809887,0.7652210136549573
F18_A,F18,A,2,10,,,0.06940462420374653,0.7600063819041545
F19_R,F19,R,0,10,-4.005917606388577,0.017881986606458043,0.0009913202075861633,0.05664598780727219
F19_N,F19,N,0,10,1.7581768969633762,0.852981182359596,0.5218920995119167,0.4166031074160475
F19_A,F19,A,0,10,,,0.051504797058276576,0.27509023048891107
F19_R,F19,R,1,10,-4.005917606388577,0.017881986606458043,0.0009913202075861633,0.05664598780727219
F19_N,F19,N,1,10,1.7581768969633762,0.852981182359596,0.5218920995119167,0.4166031074160475
F19_A,F19,A,1,10,,,0.051504797058276576,0.27509023048891107
F19_R,F19,R,2,10,-4.005917606388577,0.017881986606458043,0.0009913202075861633,0.05664598780727219
F19_N,F19,N,2,10,1.7581768969633762,0.852981182359596,0.5218920995119167,0.4166031074160475
F19_A,F19,A,2,10,,,0.051504797058276604,0.2750902304889112
F20_R,F20,R,0,10,-4.186117987469398,0.014977461953166333,0.001241886313181934,0.08606719593546529
F20_N,F20,N,0,10,3.9124599108344023,0.9804005538969291,0.9380447106729217,0.06046268084133067
F20_A,F20,A,0,10,,,0.22444601230086939,0.7518033265628891
F20_R,F20,R,1,10,-4.186117987469398,0.014977461953166333,0.001241886313181934,0.08606719593546529
F20_N,F20,N,1,10,3.9124599108344023,0.9804005538969291,0.9380447106729217,0.06046268084133067
F20_A,F20,A,1,10,,,0.22444601230086939,0.7518033265628891
F20_R,F20,R,2,10,-4.186117987469398,0.014977461953166333,0.001241886313181934,0.08606719593546529
F20_N,F20,N,2,10,3.9124599108344023,0.9804005538969291,0.9380447106729217,0.06046268084133067
F20_A,F20,A,2,10,,,0.22444601230086947,0.7518033265628891
